OCCUPATION_ID,FMAIN_ID,SOURCE_YEAR,SOURCE,AGE,GENDER,OCCUPATION,SCHOOL,STATUS,LITERACY,VOTER,ESTATE,REAL_ESTATE,ORIG_TOWN,ORIG_STATE,ORIG_COUNTRY,REMARKS
7523,3991,1821,BD,,,Laborer,,,,,,,,,,
7560,4027,1821,BD,,,Laborer,,,,,,,,,,
7585,4049,1821,BD,,,Laborer,,,,,,,,,,
7871,4255,1821,BD,,,Laborer,,,,,,,,,,
7938,4305,1821,BD,,,Laborer,,,,,,,,,,
7948,4313,1821,BD,,,Laborer,,,,,,,,,,
7952,4316,1821,BD,,,Laborer,,,,,,,,,,
7997,4359,1821,BD,,,Laborer,,,,,,,,,,
8119,4458,1821,BD,,,Laborer,,,,,,,,,,
8130,4462,1821,BD,,,Laborer,,,,,,,,,,
8140,4472,1821,BD,,,Laborer,,,,,,,,,,
8145,4475,1821,BD,,,Laborer,,,,,,,,,,
8404,4689,1821,BD,,,Laborer,,,,,,,,,,
8504,4761,1821,BD,,,Laborer,,,,,,,,,,
8721,4936,1821,BD,,,Laborer,,,,,,,,,,
8941,5104,1821,BD,,,Laborer,,,,,,,,,,
10457,5928,1821,BD,,,Laborer,,,,,,,,,,
1093,326,1831,BD,,,Laborer,,,,,,,,,,
1094,326,1836,BD,,,Laborer,,,,,,,,,,
1095,326,1840,BD,,,Laborer,,,,,,,,,,
1111,334,1827,BD,,,Laborer,,,,,,,,,,
1112,334,1828,BD,,,Laborer,,,,,,,,,,
1137,340,1835,BD,,,Laborer,,,,,,,,,,
1139,342,1829,BD,,,Laborer,,,,,,,,,,
1140,342,1830,BD,,,Laborer,,,,,,,,,,
1152,344,1863,BD,,,Laborer,,,,,,,,,,
1154,345,1848,BD,,,Laborer,,,,,,,,,,
1169,353,1840,BD,,,Laborer,,,,,,,,,,
1170,353,1841,BD,,,Laborer,,,,,,,,,,
1180,356,1847,BD,,,Laborer,,,,,,,,,,
1190,359,1842,BD,,,Laborer,,,,,,,,,,
1191,359,1849,BD,,,Laborer,,,,,,,,,,
1204,363,1844,BD,,,Laborer,,,,,,,,,,
1205,363,1846,BD,,,Laborer,,,,,,,,,,
1207,364,1820,BD,,,Laborer,,,,,,,,,,
1208,364,1823,BD,,,Laborer,,,,,,,,,,
1240,378,1857,BD,,,Laborer,,,,,,,,,,
1256,381,1860,BD,,,Laborer,,,,,,,,,,
1275,386,1857,BD,,,Laborer,,,,,,,,,,
1276,386,1862,BD,,,Laborer,,,,,,,,,,
1280,387,1826,BD,,,Laborer,,,,,,,,,,
1325,396,1846,BD,,,Laborer,,,,,,,,,,
1327,396,1860,BD,,,Laborer,,,,,,,,,,
1345,402,1820,BD,,,Laborer,,,,,,,,,,
1346,402,1826,BD,,,Laborer,,,,,,,,,,
1441,425,1843,BD,,,Laborer,,,,,,,,,,
1463,427,1863,BD,,,Laborer,,,,,,,,,,
1512,441,1856,BD,,,Laborer,,,,,,,,,,
1661,472,1857,BD,,,Laborer,,,,,,,,,,
1662,472,1858,BD,,,Laborer,,,,,,,,,,
1663,472,1859,BD,,,Laborer,,,,,,,,,,
1666,472,1863,BD,,,Laborer,,,,,,,,,,
1725,486,1860,BD,,,Laborer,,,,,,,,,,
1740,489,1848,BD,,,Laborer,,,,,,,,,,
1741,489,1854,BD,,,Laborer,,,,,,,,,,
1744,491,1849,BD,,,Laborer,,,,,,,,,,
1754,494,1825,BD,,,Laborer,,,,,,,,,,
1755,494,1826,BD,,,Laborer,,,,,,,,,,
1756,495,1844,BD,,,Laborer,,,,,,,,,,
1812,506,1820,BD,,,Laborer,,,,,,,,,,
1814,506,1822,BD,,,Laborer,,,,,,,,,,
1815,506,1823,BD,,,Laborer,,,,,,,,,,
1816,506,1825,BD,,,Laborer,,,,,,,,,,
1817,506,1827,BD,,,Laborer,,,,,,,,,,
1818,506,1828,BD,,,Laborer,,,,,,,,,,
1819,506,1835,BD,,,Laborer,,,,,,,,,,
1823,507,1849,BD,,,Laborer,,,,,,,,,,
1824,507,1850,BD,,,Laborer,,,,,,,,,,
1872,512,1856,BD,,,Laborer,,,,,,,,,,
1873,512,1859,BD,,,Laborer,,,,,,,,,,
1897,516,1842,BD,,,Laborer,,,,,,,,,,
1898,516,1843,BD,,,Laborer,,,,,,,,,,
1899,516,1847,BD,,,Laborer,,,,,,,,,,
1900,516,1849,BD,,,Laborer,,,,,,,,,,
1914,519,1847,BD,,,Laborer,,,,,,,,,,
1916,519,1850,BD,,,Laborer,,,,,,,,,,
1918,519,1856,BD,,,Laborer,,,,,,,,,,
1981,541,1827,BD,,,Laborer,,,,,,,,,,
1982,541,1829,BD,,,Laborer,,,,,,,,,,
2023,562,1825,BD,,,Laborer,,,,,,,,,,
2044,566,1850,BD,,,Laborer,,,,,,,,,,
2046,566,1859,BD,,,Laborer,,,,,,,,,,
2047,566,1860,BD,,,Laborer,,,,,,,,,,
2051,568,1847,BD,,,Laborer,,,,,,,,,,
2254,619,1861,BD,,,Laborer,,,,,,,,,,
2261,620,1857,BD,,,Laborer,,,,,,,,,,
2262,620,1858,BD,,,Laborer,,,,,,,,,,
2264,620,1862,BD,,,Laborer,,,,,,,,,,
2313,624,1822,BD,,,Laborer,,,,,,,,,,
2376,636,1861,BD,,,Laborer,,,,,,,,,,
2384,638,1820,BD,,,Laborer,,,,,,,,,,
2447,657,1822,BD,,,Laborer,,,,,,,,,,
2448,657,1823,BD,,,Laborer,,,,,,,,,,
2525,689,1826,BD,,,Laborer,,,,,,,,,,
2562,694,1840,BD,,,Laborer,,,,,,,,,,
2563,694,1844,BD,,,Laborer,,,,,,,,,,
2564,694,1850,BD,,,Laborer,,,,,,,,,,
2571,698,1862,BD,,,Laborer,,,,,,,,,,
2581,704,1850,BD,,,Laborer,,,,,,,,,,
2582,704,1852,BD,,,Laborer,,,,,,,,,,
2585,705,1857,BD,,,Laborer,,,,,,,,,,
2624,722,1850,BD,,,Laborer,,,,,,,,,,
2662,735,1846,BD,,,Laborer,,,,,,,,,,
2663,735,1848,BD,,,Laborer,,,,,,,,,,
2666,737,1846,BD,,,Laborer,,,,,,,,,,
2683,742,1852,BD,,,Laborer,,,,,,,,,,
2684,742,1853,BD,,,Laborer,,,,,,,,,,
2693,744,1836,BD,,,Laborer,,,,,,,,,,
2694,744,1840,BD,,,Laborer,,,,,,,,,,
2695,745,1825,BD,,,Laborer,,,,,,,,,,
2696,745,1826,BD,,,Laborer,,,,,,,,,,
2702,747,1854,BD,,,Laborer,,,,,,,,,,
2711,749,1823,BD,,,Laborer,,,,,,,,,,
2721,754,1822,BD,,,Laborer,,,,,,,,,,
2722,754,1823,BD,,,Laborer,,,,,,,,,,
2723,754,1825,BD,,,Laborer,,,,,,,,,,
2753,765,1849,BD,,,Laborer,,,,,,,,,,
2754,765,1850,BD,,,Laborer,,,,,,,,,,
2755,765,1851,BD,,,Laborer,,,,,,,,,,
2762,767,1835,BD,,,Laborer,,,,,,,,,,
2787,778,1845,BD,,,Laborer,,,,,,,,,,
2840,793,1857,BD,,,Laborer,,,,,,,,,,
2842,793,1863,BD,,,Laborer,,,,,,,,,,
2862,796,1851,BD,,,Laborer,,,,,,,,,,
2863,797,1843,BD,,,Laborer,,,,,,,,,,
2864,797,1844,BD,,,Laborer,,,,,,,,,,
2865,797,1845,BD,,,Laborer,,,,,,,,,,
2884,806,1858,BD,,,Laborer,,,,,,,,,,
2915,814,1826,BD,,,Laborer,,,,,,,,,,
2916,814,1827,BD,,,Laborer,,,,,,,,,,
2917,814,1828,BD,,,Laborer,,,,,,,,,,
2924,816,1838,BD,,,Laborer,,,,,,,,,,
2925,816,1839,BD,,,Laborer,,,,,,,,,,
3018,853,1826,BD,,,Laborer,,,,,,,,,,
3019,853,1827,BD,,,Laborer,,,,,,,,,,
3020,853,1828,BD,,,Laborer,,,,,,,,,,
3021,853,1829,BD,,,Laborer,,,,,,,,,,
3047,862,1825,BD,,,Laborer,,,,,,,,,,
3078,870,1841,BD,,,Laborer,,,,,,,,,,
3079,870,1848,BD,,,Laborer,,,,,,,,,,
3097,873,1848,BD,,,Laborer,,,,,,,,,,
3098,873,1849,BD,,,Laborer,,,,,,,,,,
3257,917,1861,BD,,,Laborer,,,,,,,,,,
3315,921,1863,BD,,,Laborer,,,,,,,,,,
3327,924,1828,BD,,,Laborer,,,,,,,,,,
3339,933,1840,BD,,,Laborer,,,,,,,,,,
3350,942,1825,BD,,,Laborer,,,,,,,,,,
3351,943,1823,BD,,,Laborer,,,,,,,,,,
3352,943,1825,BD,,,Laborer,,,,,,,,,,
3353,943,1826,BD,,,Laborer,,,,,,,,,,
3354,943,1827,BD,,,Laborer,,,,,,,,,,
3355,943,1828,BD,,,Laborer,,,,,,,,,,
3358,944,1853,BD,,,Laborer,,,,,,,,,,
3365,950,1823,BD,,,Laborer,,,,,,,,,,
3366,950,1825,BD,,,Laborer,,,,,,,,,,
3367,951,1826,BD,,,Laborer,,,,,,,,,,
3393,957,1848,BD,,,Laborer,,,,,,,,,,
3394,957,1849,BD,,,Laborer,,,,,,,,,,
3398,958,1825,BD,,,Laborer,,,,,,,,,,
3404,959,1849,BD,,,Laborer,,,,,,,,,,
3422,961,1850,BD,,,Laborer,,,,,,,,,,
3461,969,1857,BD,,,Laborer,,,,,,,,,,
3462,969,1859,BD,,,Laborer,,,,,,,,,,
3463,969,1860,BD,,,Laborer,,,,,,,,,,
3464,969,1861,BD,,,Laborer,,,,,,,,,,
3465,969,1862,BD,,,Laborer,,,,,,,,,,
3466,969,1863,BD,,,Laborer,,,,,,,,,,
3498,974,1823,BD,,,Laborer,,,,,,,,,,
3499,974,1825,BD,,,Laborer,,,,,,,,,,
3500,974,1826,BD,,,Laborer,,,,,,,,,,
3501,974,1827,BD,,,Laborer,,,,,,,,,,
3505,978,1835,BD,,,Laborer,,,,,,,,,,
3506,978,1837,BD,,,Laborer,,,,,,,,,,
3507,978,1838,BD,,,Laborer,,,,,,,,,,
3510,980,1822,BD,,,Laborer,,,,,,,,,,
3514,983,1825,BD,,,Laborer,,,,,,,,,,
3515,983,1826,BD,,,Laborer,,,,,,,,,,
3516,983,1827,BD,,,Laborer,,,,,,,,,,
3517,983,1828,BD,,,Laborer,,,,,,,,,,
3518,983,1829,BD,,,Laborer,,,,,,,,,,
3544,989,1859,BD,,,Laborer,,,,,,,,,,
3545,989,1860,BD,,,Laborer,,,,,,,,,,
3562,993,1848,BD,,,Laborer,,,,,,,,,,
3563,993,1849,BD,,,Laborer,,,,,,,,,,
3565,993,1850,BD,,,Laborer,,,,,,,,,,
3616,1014,1823,BD,,,Laborer,,,,,,,,,,
3617,1014,1826,BD,,,Laborer,,,,,,,,,,
3618,1014,1827,BD,,,Laborer,,,,,,,,,,
3655,1024,1843,BD,,,Laborer,,,,,,,,,,
3656,1024,1847,BD,,,Laborer,,,,,,,,,,
3657,1024,1848,BD,,,Laborer,,,,,,,,,,
3658,1024,1850,BD,,,Laborer,,,,,,,,,,
3664,1025,1846,BD,,,Laborer,,,,,,,,,,
3692,1039,1822,BD,,,Laborer,,,,,,,,,,
3700,1046,1843,BD,,,Laborer,,,,,,,,,,
3717,1063,1834,BD,,,Laborer,,,,,,,,,,
3746,1088,1837,BD,,,Laborer,,,,,,,,,,
3747,1088,1849,BD,,,Laborer,,,,,,,,,,
3755,1097,1852,BD,,,Laborer,,,,,,,,,,
3763,1102,1840,BD,,,Laborer,,,,,,,,,,
3800,1128,1840,BD,,,Laborer,,,,,,,,,,
3803,1129,1840,BD,,,Laborer,,,,,,,,,,
3813,1137,1860,BD,,,Laborer,,,,,,,,,,
3820,1142,1835,BD,,,Laborer,,,,,,,,,,
3821,1142,1841,BD,,,Laborer,,,,,,,,,,
3830,1150,1831,BD,,,Laborer,,,,,,,,,,
3831,1150,1838,BD,,,Laborer,,,,,,,,,,
3832,1151,1822,BD,,,Laborer,,,,,,,,,,
3833,1151,1823,BD,,,Laborer,,,,,,,,,,
3852,1166,1822,BD,,,Laborer,,,,,,,,,,
3857,1170,1850,BD,,,Laborer,,,,,,,,,,
3859,1171,1846,BD,,,Laborer,,,,,,,,,,
3860,1171,1849,BD,,,Laborer,,,,,,,,,,
3861,1172,1857,BD,,,Laborer,,,,,,,,,,
3862,1172,1861,BD,,,Laborer,,,,,,,,,,
3896,1198,1823,BD,,,Laborer,,,,,,,,,,
3897,1199,1820,BD,,,Laborer,,,,,,,,,,
3898,1199,1823,BD,,,Laborer,,,,,,,,,,
3900,1200,1823,BD,,,Laborer,,,,,,,,,,
3901,1200,1828,BD,,,Laborer,,,,,,,,,,
3905,1204,1822,BD,,,Laborer,,,,,,,,,,
3914,1212,1860,BD,,,Laborer,,,,,,,,,,
3919,1214,1847,BD,,,Laborer,,,,,,,,,,
3924,1218,1847,BD,,,Laborer,,,,,,,,,,
3927,1221,1822,BD,,,Laborer,,,,,,,,,,
3929,1223,1849,BD,,,Laborer,,,,,,,,,,
3930,1223,1852,BD,,,Laborer,,,,,,,,,,
3933,1226,1843,BD,,,Laborer,,,,,,,,,,
3938,1230,1840,BD,,,Laborer,,,,,,,,,,
3958,1247,1859,BD,,,Laborer,,,,,,,,,,
3962,1250,1847,BD,,,Laborer,,,,,,,,,,
3964,1251,1825,BD,,,Laborer,,,,,,,,,,
3965,1251,1829,BD,,,Laborer,,,,,,,,,,
3978,1262,1848,BD,,,Laborer,,,,,,,,,,
3979,1262,1849,BD,,,Laborer,,,,,,,,,,
3980,1263,1840,BD,,,Laborer,,,,,,,,,,
4013,1289,1849,BD,,,Laborer,,,,,,,,,,
4026,1300,1850,BD,,,Laborer,,,,,,,,,,
4031,1304,1849,BD,,,Laborer,,,,,,,,,,
4032,1304,1863,BD,,,Laborer,,,,,,,,,,
4034,1306,1823,BD,,,Laborer,,,,,,,,,,
4035,1307,1825,BD,,,Laborer,,,,,,,,,,
4036,1307,1834,BD,,,Laborer,,,,,,,,,,
4042,1312,1843,BD,,,Laborer,,,,,,,,,,
4045,1314,1850,BD,,,Laborer,,,,,,,,,,
4062,1330,1843,BD,,,Laborer,,,,,,,,,,
4063,1331,1822,BD,,,Laborer,,,,,,,,,,
4073,1336,1840,BD,,,Laborer,,,,,,,,,,
4101,1358,1820,BD,,,Laborer,,,,,,,,,,
4106,1363,1853,BD,,,Laborer,,,,,,,,,,
4112,1368,1829,BD,,,Laborer,,,,,,,,,,
4120,1374,1822,BD,,,Laborer,,,,,,,,,,
4131,1378,1847,BD,,,Laborer,,,,,,,,,,
4146,1388,1851,BD,,,Laborer,,,,,,,,,,
4151,1391,1844,BD,,,Laborer,,,,,,,,,,
4155,1395,1848,BD,,,Laborer,,,,,,,,,,
4158,1397,1827,BD,,,Laborer,,,,,,,,,,
4161,1398,1840,BD,,,Laborer,,,,,,,,,,
4188,1419,1825,BD,,,Laborer,,,,,,,,,,
4189,1420,1838,BD,,,Laborer,,,,,,,,,,
4191,1420,1845,BD,,,Laborer,,,,,,,,,,
4194,1424,1828,BD,,,Laborer,,,,,,,,,,
4204,1431,1825,BD,,,Laborer,,,,,,,,,,
4230,1454,1828,BD,,,Laborer,,,,,,,,,,
4235,1458,1827,BD,,,Laborer,,,,,,,,,,
4237,1459,1850,BD,,,Laborer,,,,,,,,,,
4255,1472,1851,BD,,,Laborer,,,,,,,,,,
4257,1474,1826,BD,,,Laborer,,,,,,,,,,
4261,1476,1840,BD,,,Laborer,,,,,,,,,,
4268,1480,1837,BD,,,Laborer,,,,,,,,,,
4274,1482,1852,BD,,,Laborer,,,,,,,,,,
4284,1490,1854,BD,,,Laborer,,,,,,,,,,
4286,1492,1823,BD,,,Laborer,,,,,,,,,,
4312,1514,1840,BD,,,Laborer,,,,,,,,,,
4313,1515,1849,BD,,,Laborer,,,,,,,,,,
4314,1516,1850,BD,,,Laborer,,,,,,,,,,
4315,1517,1846,BD,,,Laborer,,,,,,,,,,
4316,1517,1851,BD,,,Laborer,,,,,,,,,,
4326,1526,1851,BD,,,Laborer,,,,,,,,,,
4382,1570,1844,BD,,,Laborer,,,,,,,,,,
4396,1584,1859,BD,,,Laborer,,,,,,,,,,
4397,1585,1854,BD,,,Laborer,,,,,,,,,,
4418,1603,1833,BD,,,Laborer,,,,,,,,,,
4424,1608,1859,BD,,,Laborer,,,,,,,,,,
4425,1609,1839,BD,,,Laborer,,,,,,,,,,
4426,1609,1846,BD,,,Laborer,,,,,,,,,,
4429,1612,1823,BD,,,Laborer,,,,,,,,,,
4431,1613,1846,BD,,,Laborer,,,,,,,,,,
4444,1621,1847,BD,,,Laborer,,,,,,,,,,
4445,1621,1850,BD,,,Laborer,,,,,,,,,,
4454,1626,1845,BD,,,Laborer,,,,,,,,,,
4475,1644,1848,BD,,,Laborer,,,,,,,,,,
4493,1658,1828,BD,,,Laborer,,,,,,,,,,
4508,1671,1825,BD,,,Laborer,,,,,,,,,,
4515,1676,1825,BD,,,Laborer,,,,,,,,,,
4548,1704,1841,BD,,,Laborer,,,,,,,,,,
4569,1718,1823,BD,,,Laborer,,,,,,,,,,
4601,1747,1849,BD,,,Laborer,,,,,,,,,,
4627,1772,1829,BD,,,Laborer,,,,,,,,,,
4652,1793,1822,BD,,,Laborer,,,,,,,,,,
4654,1794,1823,BD,,,Laborer,,,,,,,,,,
4658,1797,1822,BD,,,Laborer,,,,,,,,,,
4663,1802,1836,BD,,,Laborer,,,,,,,,,,
4665,1804,1822,BD,,,Laborer,,,,,,,,,,
4681,1819,1826,BD,,,Laborer,,,,,,,,,,
4701,1835,1825,BD,,,Laborer,,,,,,,,,,
4705,1839,1829,BD,,,Laborer,,,,,,,,,,
4709,1842,1849,BD,,,Laborer,,,,,,,,,,
4716,1847,1826,BD,,,Laborer,,,,,,,,,,
4735,1862,1835,BD,,,Laborer,,,,,,,,,,
4746,1871,1854,BD,,,Laborer,,,,,,,,,,
4749,1874,1820,BD,,,Laborer,,,,,,,,,,
4782,1901,1825,BD,,,Laborer,,,,,,,,,,
4791,1909,1831,BD,,,Laborer,,,,,,,,,,
4820,1934,1829,BD,,,Laborer,,,,,,,,,,
4824,1937,1848,BD,,,Laborer,,,,,,,,,,
4838,1948,1861,BD,,,Laborer,,,,,,,,,,
4842,1951,1840,BD,,,Laborer,,,,,,,,,,
4855,1962,1849,BD,,,Laborer,,,,,,,,,,
4864,1971,1840,BD,,,Laborer,,,,,,,,,,
4869,1973,1858,BD,,,Laborer,,,,,,,,,,
4890,1992,1835,BD,,,Laborer,,,,,,,,,,
4897,1997,1823,BD,,,Laborer,,,,,,,,,,
4903,2000,1845,BD,,,Laborer,,,,,,,,,,
4925,2018,1825,BD,,,Laborer,,,,,,,,,,
4942,2029,1861,BD,,,Laborer,,,,,,,,,,
4948,2033,1846,BD,,,Laborer,,,,,,,,,,
4951,2034,1835,BD,,,Laborer,,,,,,,,,,
4953,2034,1849,BD,,,Laborer,,,,,,,,,,
4959,2039,1844,BD,,,Laborer,,,,,,,,,,
4964,2045,1825,BD,,,Laborer,,,,,,,,,,
4967,2048,1860,BD,,,Laborer,,,,,,,,,,
4988,2063,1827,BD,,,Laborer,,,,,,,,,,
4998,2072,1844,BD,,,Laborer,,,,,,,,,,
5006,2077,1820,BD,,,Laborer,,,,,,,,,,
5026,2093,1848,BD,,,Laborer,,,,,,,,,,
5072,2127,1850,BD,,,Laborer,,,,,,,,,,
5083,2137,1860,BD,,,Laborer,,,,,,,,,,
5119,2164,1843,BD,,,Laborer,,,,,,,,,,
5133,2175,1825,BD,,,Laborer,,,,,,,,,,
5141,2181,1826,BD,,,Laborer,,,,,,,,,,
5158,2195,1846,BD,,,Laborer,,,,,,,,,,
5167,2203,1856,BD,,,Laborer,,,,,,,,,,
5189,2221,1846,BD,,,Laborer,,,,,,,,,,
5192,2222,1849,BD,,,Laborer,,,,,,,,,,
5197,2226,1848,BD,,,Laborer,,,,,,,,,,
5215,2243,1822,BD,,,Laborer,,,,,,,,,,
5216,2244,1825,BD,,,Laborer,,,,,,,,,,
5217,2245,1847,BD,,,Laborer,,,,,,,,,,
5221,2248,1829,BD,,,Laborer,,,,,,,,,,
5228,2253,1825,BD,,,Laborer,,,,,,,,,,
5254,2274,1828,BD,,,Laborer,,,,,,,,,,
5255,2274,1846,BD,,,Laborer,,,,,,,,,,
5271,2288,1846,BD,,,Laborer,,,,,,,,,,
5299,2313,1822,BD,,,Laborer,,,,,,,,,,
5300,2314,1820,BD,,,Laborer,,,,,,,,,,
5356,2361,1822,BD,,,Laborer,,,,,,,,,,
5357,2362,1844,BD,,,Laborer,,,,,,,,,,
5376,2379,1846,BD,,,Laborer,,,,,,,,,,
5388,2388,1840,BD,,,Laborer,,,,,,,,,,
5392,2391,1823,BD,,,Laborer,,,,,,,,,,
5411,2404,1820,BD,,,Laborer,,,,,,,,,,
5415,2406,1822,BD,,,Laborer,,,,,,,,,,
5430,2420,1862,BD,,,Laborer,,,,,,,,,,
5445,2431,1823,BD,,,Laborer,,,,,,,,,,
5457,2439,1862,BD,,,Laborer,,,,,,,,,,
5459,2440,1823,BD,,,Laborer,,,,,,,,,,
5495,2472,1858,BD,,,Laborer,,,,,,,,,,
5500,2475,1825,BD,,,Laborer,,,,,,,,,,
5501,2476,1843,BD,,,Laborer,,,,,,,,,,
5507,2480,1849,BD,,,Laborer,,,,,,,,,,
5508,2480,1853,BD,,,Laborer,,,,,,,,,,
5515,2486,1863,BD,,,Laborer,,,,,,,,,,
5519,2489,1822,BD,,,Laborer,,,,,,,,,,
5530,2498,1841,BD,,,Laborer,,,,,,,,,,
5533,2500,1826,BD,,,Laborer,,,,,,,,,,
5545,2510,1848,BD,,,Laborer,,,,,,,,,,
5553,2515,1828,BD,,,Laborer,,,,,,,,,,
5554,2516,1860,BD,,,Laborer,,,,,,,,,,
5590,2547,1822,BD,,,Laborer,,,,,,,,,,
5596,2552,1845,BD,,,Laborer,,,,,,,,,,
5645,2591,1825,BD,,,Laborer,,,,,,,,,,
5649,2594,1848,BD,,,Laborer,,,,,,,,,,
5659,2602,1833,BD,,,Laborer,,,,,,,,,,
5676,2615,1828,BD,,,Laborer,,,,,,,,,,
5686,2622,1827,BD,,,Laborer,,,,,,,,,,
5704,2637,1859,BD,,,Laborer,,,,,,,,,,
5713,2642,1829,BD,,,Laborer,,,,,,,,,,
5723,2646,1823,BD,,,Laborer,,,,,,,,,,
5736,2658,1859,BD,,,Laborer,,,,,,,,,,
5741,2661,1822,BD,,,Laborer,,,,,,,,,,
5742,2661,1828,BD,,,Laborer,,,,,,,,,,
5758,2674,1823,BD,,,Laborer,,,,,,,,,,
5765,2679,1860,BD,,,Laborer,,,,,,,,,,
5775,2687,1825,BD,,,Laborer,,,,,,,,,,
5795,2701,1840,BD,,,Laborer,,,,,,,,,,
5824,2717,1840,BD,,,Laborer,,,,,,,,,,
5834,2722,1850,BD,,,Laborer,,,,,,,,,,
5867,2745,1842,BD,,,Laborer,,,,,,,,,,
5878,2753,1825,BD,,,Laborer,,,,,,,,,,
5909,2776,1859,BD,,,Laborer,,,,,,,,,,
5911,2778,1826,BD,,,Laborer,,,,,,,,,,
5918,2783,1825,BD,,,Laborer,,,,,,,,,,
5920,2785,1859,BD,,,Laborer,,,,,,,,,,
5924,2788,1835,BD,,,Laborer,,,,,,,,,,
5932,2792,1828,BD,,,Laborer,,,,,,,,,,
5949,2803,1848,BD,,,Laborer,,,,,,,,,,
5951,2805,1825,BD,,,Laborer,,,,,,,,,,
5953,2806,1846,BD,,,Laborer,,,,,,,,,,
5970,2817,1838,BD,,,Laborer,,,,,,,,,,
